Symbol,Ticker,Name,Market Cap (Original),Original Currency,Market Cap (EUR),Market Cap (USD),Exchange,Active,Description,Homepage URL,Employees,Timestamp
BKE,BKE,"The Buckle, Inc.",1888282381,USD,1678494208,1888282381,USD,true,"The Buckle, Inc. operates as a retailer of casual apparel, footwear, and accessories for young men and women in the United States. It markets a selection of brand name casual apparel, including denims, other casual bottoms, tops, sportswear, outerwear, accessories, and footwear, as well as private label merchandise primarily comprising BKE, Buckle Black, Salvage, Red by BKE, Daytrip, Gimmicks, Gilded Intent, FITZ + EDDI, Willow & Root, Outpost Makers, Departwest, Reclaim, BKE Vintage, Nova Industries, J.B. Holt, and Veece. The company also provides services, such as hemming, gift-packaging, layaways, guest loyalty program, the Buckle private label credit card, and personalized stylist services, as well as special order system that allows stores to obtain requested merchandise from other company stores or its online order fulfillment center. As of March 11, 2022, it operated 440 retail stores in 42 states under the Buckle and The Buckle names. The Buckle, Inc. also sells its products through its website, buckle.com. The company was formerly known as Mills Clothing, Inc. and changed its name to The Buckle, Inc. in April 1991. The Buckle, Inc. was incorporated in 1948 and is headquartered in Kearney, Nebraska.",https://www.buckle.com,2800,
HBI,HBI,Hanesbrands Inc.,1793793720,USD,1594503237,1793793720,USD,true,"Hanesbrands Inc., a consumer goods company, designs, manufactures, sources, and sells a range of basic apparel for men, women, and children. The company operates through three segments: Innerwear, Activewear, and International. It sells men's underwear, women's panties, children's underwear, activewear, and socks, as well as intimate apparel, such as bras and shapewears; home goods; and T-shirts, fleece, performance apparel, sport shirts, performance T-shirts and shorts, sports bras, teamwear, and thermals, as well as licensed logo apparel in collegiate bookstores, mass retailers, and other channels. The company licenses its Champion name for footwear and sports accessories. Hanesbrands Inc. provides its products primarily under the Hanes, Champion, Maidenform, JMS/Just My Size, Bali, Polo Ralph Lauren, Playtex, DKNY, Alternative, Gear for Sports, Comfortwash, Hanes Beefy-T, Bonds, DIM, Sheridan, Bras N Things, Lovable, Wonderbra, Berlei, Abanderado, Shock Absorber, Zorba, Explorer, Sol y Oro, Maidenform, Rinbros, and Bellinda brand names. The company markets its products through retailers, wholesalers, and third-party embellishers. As of January 2, 2022, it operated 216 retail and direct outlet stores in the United States and the Commonwealth of Puerto Rico, as well as 626 retail and outlet stores internationally. The company also sells its products in Europe, Australia, Asia, Latin America, Canada, the Middle East, Africa, Mexico, and Brazil. Hanesbrands Inc. was founded in 1901 and is headquartered in Winston-Salem, North Carolina.",https://www.hanes.com,38000,
SVV,SVV,"Savers Value Village, Inc.",1738265333,USD,1545144054,1738265333,USD,true,"Savers Value Village, Inc. sells second-hand merchandise in retail stores in the United States, Canada, and Australia. It operates stores under the Savers, Value Village, Village des Valeurs, Unique, and 2nd Avenue banners. The company purchases secondhand textiles, including clothing, bedding, and bath items; shoes; accessories; housewares; books; and other goods from non-profit partners, then processes, selects, prices, merchandises, and sells them in its stores. It serves retail and wholesale customers. The company was formerly known as S-Evergreen Holding LLC and changed its name to Savers Value Village, Inc. in January 2022. Savers Value Village, Inc. was founded in 1954 and is based in Bellevue, Washington.",https://www.savers.com,22700,
SHOO,SHOO,"Steven Madden, Ltd.",1667798778,USD,1482506333,1667798778,USD,true,"Steven Madden, Ltd. designs, sources, markets, and sells fashion-forward branded and private label footwear, accessories, and apparel for women, men, and children in the United States and internationally. Its Wholesale Footwear segment provides footwear under the Steve Madden, Steven by Steve Madden, Madden Girl, BB Dakota, Dolce Vita, DV Dolce Vita, Betsey Johnson, GREATS, Blondo, Anne Klein, Mad Love, Superga, Madden NYC, and COOL Planet brands, as well as private label footwear. The company's Wholesale Accessories/Apparel segment offers handbags, apparel, small leather goods, belts, soft accessories, fashion scarves, wraps, gifting, and other accessories under the Steve Madden, BB Dakota, Anne Klein, Betsey Johnson, Cejon, Madden NYC, and Dolce Vita brands, as well as private label handbag and accessories to department stores, mass merchants, off-price retailers, online retailers, specialty stores, and independent stores. Its Direct-to-Consumer segment operates Steve Madden and Superga full-price retail stores, Steve Madden outlet stores, and Steve Madden shop-in-shops, as well as digital e-commerce websites, including SteveMadden.com, DolceVita.com, betseyjohnson.com, Blondo.com, GREATS.com, and Superga-USA.com. The company's Licensing segment licenses its Steve Madden, Madden Girl, and Betsey Johnson trademarks. Its First Cost segment operates as a buying agent for footwear products under private labels for national chains, specialty retailers, and value-priced retailers. As of December 31, 2021, it owned and operated 214 brick-and-mortar retail stores that included 147 Steve Madden full-price stores, 66 Steve Madden outlet stores, and 1 Superga store, as well as 6 e-commerce websites. Steven Madden, Ltd. was incorporated in 1990 and is headquartered in Long Island City, New York.",https://www.stevemadden.com,3500,
VSCO,VSCO,Victoria's Secret & Co.,1537699140,USD,1366860765,1537699140,USD,true,"Victoria's Secret & Co. operates as a specialty retailer of women's intimate, personal care, and beauty products worldwide. The company offers bras, panties, lingerie, sleepwear, loungewear, and athletic attire and swimwear, as well as fragrances and body care products, and accessories under the Victoria's Secret and PINK brands. As of March 2, 2022, it operated approximately 1,400 retail stores. The company was incorporated in 2021 and is headquartered in Reynoldsburg, Ohio.",https://www.victoriassecretandco.com,13000,
YOU.DE,YOU.DE,ABOUT YOU Holding AG,1185192911,EUR,1185192911,1333325358,EUR,true,"ABOUT YOU Holding AG, a fashion and technology company, operates fashion and lifestyle e-commerce platforms in Europe. It operates through three segments: ABOUT YOU DACH, ABOUT YOU RoE, and TME. The company operates ABOUT YOU app, an online shop for various brands. It also provides B2B e-commerce software solutions; advertising formats for brands; and enabling services, including e-commerce operations and marketing growth services. The company was founded in 2014 and is headquartered in Hamburg, Germany.",https://www.aboutyou.de,1209,
RVLV,RVLV,"Revolve Group, Inc.",1262529996,USD,1122262913,1262529996,USD,true,"Revolve Group, Inc. operates as an online fashion retailer for consumers in the United States and internationally. The company operates in two segments, REVOLVE and FWRD. It operates a platform that connects consumers and global fashion influencers, as well as emerging, established, and owned brands. The company offers women's apparel, footwear, accessories, and beauty styles under established and emerging brands, as well as owned brands. It also provides various luxury brands. The company was formerly known as Advance Holdings, LLC and changed its name to Revolve Group, Inc. in October 2018. Revolve Group, Inc. was founded in 2003 and is headquartered in Cerritos, California.",https://www.revolve.com,1632,
CRI,CRI,"Carter's, Inc.",1244466980,USD,1106206698,1244466980,USD,true,"Carter's, Inc., together with its subsidiaries, designs, sources, and markets branded childrenswear under the Carter's, OshKosh, Skip Hop, Child of Mine, Just One You, Simple Joys, Carter's My First Love, little planet, and other brands in the United States and internationally. The company operates through three segments: U.S. Retail, U.S. Wholesale, and International. Its Carter's products include babies and young children products, such as bodysuits, pants, dresses, knit sets, blankets, layette essentials, bibs, booties, sleep and play products, rompers, and jumpers; and OshKosh brand products comprise playclothes, such as denim apparel products with multiple wash treatments and coordinating garments, overalls, woven bottoms, knit tops, and bodysuits. The company also provides products for playtime, travel, mealtime, bathtime, and homegear, as well as kid's bags and diaper bags under the Skip Hop brand. In addition, it offers bedding, cribs, diaper bags, footwear, gift sets, hair accessories, jewelry, outerwear, paper goods, socks, shoes, swimwear, and toys. The company operates 18,800 wholesale locations, including department stores, national chain stores, and specialty stores. As of December 31, 2021, it operated 980 retail stores. The company also sells its products through its eCommerce websites, such as carters.com, oshkoshbgosh.com, oshkosh.com, and skiphop.com, as well as other international wholesale accounts and licensees. Carter's, Inc. was founded in 1865 and is headquartered in Atlanta, Georgia.",https://www.carters.com,15350,
WWW,WWW,"Wolverine World Wide, Inc.",1239022092,USD,1101366737,1239022092,USD,true,"Wolverine World Wide, Inc. designs, manufactures, sources, markets, licenses, and distributes footwear, apparel, and accessories in the United States, Europe, the Middle East, Africa, the Asia Pacific, Canada and Latin America. The company operates through two segments, Wolverine Michigan Group and Wolverine Boston Group. It offers casual footwear and apparel; performance outdoor and athletic footwear and apparel; kids' footwear; industrial work boots and apparel; and uniform shoes and boots. The company sources, markets, and licenses a range of footwear styles, such as shoes, boots, and sandals under the Bates, Cat, Chaco, Harley-Davidson, Hush Puppies, Hytest, Keds, Merrell, Saucony, Sperry, Sweaty Betty, Wolverine, and Stride Rite brands. It also markets Merrell and Wolverine branded apparel and accessories, as well as licenses its brands for use on non-footwear products, including the Hush Puppies apparel, eyewear, watches, socks, handbags, and plush toys; Wolverine branded eyewear and gloves; and Keds, Saucony, and Sperry branded apparel. In addition, the company markets pigskin leather under the Wolverine Warrior Leather, Weather Tight, and All Season Weather Leathers trademarks for use in the footwear industry. Further, it operates brick and mortar retail stores, and eCommerce sites. The company sells its products to department stores, national chains, catalog and specialty retailers, independent retailers, uniform outlets, and mass merchant and government customers through retail stores, as well as through third-party licensees and distributors, and joint ventures. As of January 1, 2022, it operated 143 retail stores, as well as 65 consumer-direct eCommerce sites. Wolverine World Wide, Inc. was founded in 1883 and is based in Rockford, Michigan.",https://www.wolverineworldwide.com,3100,
GIII,GIII,"G-III Apparel Group, Ltd.",1159394144,USD,1030585454,1159394144,USD,true,"G-III Apparel Group, Ltd. designs, sources, and markets women's and men's apparel in the United States and internationally. The company operates through two segments, Wholesale Operations and Retail Operations. Its products include outerwear, dresses, sportswear, swimwear, women's suits, and women's performance wear; and women's handbags, footwear, small leather goods, cold weather accessories, and luggage. The company markets apparel and other products under the proprietary brand names, including DKNY, Donna Karan, Vilebrequin, Eliza J, Jessica Howard, Andrew Marc, Marc New York, Sonia Rykiel, Black Rivet, G-III Sports by Carl Banks, and G-III for Her; and licensed brands, such as Calvin Klein, Tommy Hilfiger, Karl Lagerfeld Paris, Levi's, Guess?, Kenneth Cole, Cole Haan, Vince Camuto, and Dockers. It has licenses with the National Football League, Major League Baseball, National Basketball Association, Major League Baseball, and National Hockey League, as well as approximately 150 U.S. colleges and universities. The company offers its products to department, specialty, and mass merchant retail stores. As of January 31, 2022, it operated 96 Vilebrequin retail stores; 60 DKNY and Karl Lagerfeld Paris stores; and 26 DKNY stores. The company also sells its products online. G-III Apparel Group, Ltd. was founded in 1956 and is headquartered in New York, New York.",https://www.giii.com,3500,
FL,FL,"Foot Locker, Inc.",1140402344,USD,1013703643,1140402344,USD,true,"Foot Locker, Inc., through its subsidiaries, operates as an athletic footwear and apparel retailer. The company engages in the retail of athletic footwear, apparel, accessories, equipment, and team licensed merchandise under the Foot Locker, Lady Foot Locker, Kids Foot Locker, Champs Sports, Eastbay, atmos, WSS, Footaction, and Sidestep brand names. As of January 29, 2022, it operated 2,858 retail stores in 28 countries across the United States, Canada, Europe, Australia, New Zealand, and Asia; and 142 franchised Foot Locker stores located in the Middle East and Asia. The company also offers its products through various e-commerce sites and mobile apps. Foot Locker, Inc. was founded in 1879 and is headquartered in New York, New York.",https://www.footlocker-inc.com,13140,
ARVIND.NS,ARVIND.NS,Arvind Limited,97396295628,INR,1013561368,1141019642,INR,true,"Arvind Limited, together with its subsidiaries, manufactures, markets, retails, supplies, and exports textiles in India and internationally. It operates through Textiles, Advanced Material, and Others segments. The company offers denim fabrics, shirting fabrics, woven and knitted fabrics, and voiles and garments products. It also provides a range of specialized clothing and accessories for factory workers, fire-fighters, construction crew, soldiers, and healthcare and security personnel; hot-gas and liquid filtration products; automotive interiors and seating solutions; and composites and coated fabrics. In addition, the company offers water, industrial waste water, and sewage treatment solutions for industries, as well as zero liquid discharge solutions. Further, it is involved in the e-commerce, agriculture produce, engineering, telecommunication, technical textiles, and other businesses, as well as provision of EPABX and one to many radio solutions; and building residential, commercial, and industrial spaces. Arvind Limited was incorporated in 1931 and is headquartered in Ahmedabad, India.",https://www.arvind.com,24599,
SFER.MI,SFER.MI,Salvatore Ferragamo S.p.A.,931931426,EUR,931931426,1048409749,EUR,true,"Salvatore Ferragamo S.p.A., through its subsidiaries, creates, produces, and sells luxury goods for men and women in Italy, rest of Europe, North America, Japan, the Asia Pacific, and Central and South America. The company offers men's and women's footwear; leather goods, such as handbags, suitcases, belts, wallets, and other men's and women's leather accessories; and knitwear, clothes for formal occasions, sportswear, and leisure wear, as well as outerwear, such as husky jackets, ponchos, and leather garments. It also provides silk accessories, including ties, foulards, scarves, etc.; home accessories comprising plaid throws, cushions, and beach towels; costume jewelry; and other accessories consisting of shawls and gloves. In addition, the company develops and distributes perfumes and fragrances. Further, it offers men's and women's sunglasses and prescription glasses; jewelry products; and watches. Additionally, the company is also involved in the real estate management business. Salvatore Ferragamo S.p.A. was formerly known as Salvatore Ferragamo Italia S.p.A. and changed its name to Salvatore Ferragamo S.p.A. in April 2011. The company was founded in 1927 and is headquartered in Florence, Italy. Salvatore Ferragamo S.p.A. is a subsidiary of Ferragamo Finanziaria S.p.A.",https://group.ferragamo.com,3329,
ALPA4.SA,ALPA4.SA,Alpargatas S.A.,5084024446,BRL,800112123,900704127,BRL,true,"Alpargatas S.A. engages in the manufacture and sale of footwear, clothing, and accessories. It offers sandals under the Havaianas and Dupé brands; clothes under the Osklen brand; and footwear, clothing, and accessories under the Mizuno brand. The company was formerly known as São Paulo Alpargatas S.A. and changed its name to Alpargatas S.A. in 2010. Alpargatas S.A. was founded in 1907 and is headquartered in Sao Paulo, Brazil.",https://www.alpargatas.com.br,,
OVS.MI,OVS.MI,OVS S.p.A.,786971960,EUR,786971960,885332388,EUR,true,"OVS S.p.A. operates as a fashion retailer in Italy and internationally. The company operates through OVS and UPIM segments. Its products include men's wear, women's wear, children's wear, and infant's clothing; table and kitchen ware; accessories; furnishings; toys; perfumes; leather goods; homeware and fragrances; beauty care products; and footwear and toys. The company offers its products under the OVS, OVS KIDS, Upim, Blukids, and CROFF brands. As of January 31, 2022, it operated a network of 2,052 stores, including 831 DOS, 1,107 affiliated stores, and 114 administered stores. The company was founded in 1928 and is headquartered in Mestre, Italy.",https://www.ovscorporate.it,6285,
GOOS,GOOS,Canada Goose Holdings Inc.,850922622,USD,756385118,850922622,USD,true,"Canada Goose Holdings Inc. designs, manufactures, and sells performance luxury apparel for men, women, youth, children, and babies in Canada, the United States, Asia Pacific, Europe, the Middle East, Africa, and Latin America. The company operates through three segments: Direct-to-Consumer, Wholesale, and Other. It offers parkas, lightweight down jackets, rainwear, windwear, knitwear, footwear, and accessories for fall, winter, and spring seasons. As of April 3, 2022, the company operated through its 56 national e-commerce markets and 41 directly operated retail stores in North America, Europe, and Asia Pacific. It also sells its products through wholesale partners and distributors. The company was founded in 1957 and is headquartered in Toronto, Canada.",https://www.canadagoose.com,4462,
GRND3.SA,GRND3.SA,Grendene S.A.,4646124000,BRL,731196353,823124103,BRL,true,"Grendene S.A. develops, manufactures, distributes, and sells footwear for women, men, and children primarily in Brazil. The company sells its products under the Melissa, Rider, Grendha, Ipanema, Ilhabela, Zaxy, Cartago, Pega Forte, Grendene Kids, and Zizou brands. It also licenses the use of names and brands of Brazilian and international celebrities, and children's-market characters in the children's media. In addition, the company operates one Melissa showroom in Milan; a network of approximately 336 Clube Melissa franchised stores in Brazil; and four concept stores, including three Galeria Melissa stores in São Paulo, New York, and London, as well as a Casa Ipanema store in Rio de Janeiro. It sells its products through commercial representatives and distributors. The company also exports its products. Grendene S.A. was founded in 1971 and is headquartered in Sobral, Brazil.",https://www.grendene.com.br,17370,
FOI-B.ST,FOI-B.ST,Fenix Outdoor International AG,7804135170,SEK,714128470,804877777,SEK,true,"Fenix Outdoor International AG, together with its subsidiaries, develops, manufactures, and sells outdoor products primarily in Switzerland, Sweden, other Nordic countries, Germany, Benelux, other European countries, the Americas, and internationally. The company operates through three segments: Brands, Global Sales, and Frilufts. It offers apparel, daypacks, backpacks, sleeping bags, tents, stoves, bags, outdoor shoes and boots, lanterns, fuel, and accessories. The company sells its products under the Fjällräven, Tierra, Primus, Hanwag, and Royal Robbins brand names through 95 stores in Sweden, Norway, Germany, Finland, Denmark, and the United Kingdom, as well as through Brandretail, the e-com and brand retail shops. Fenix Outdoor International AG was founded in 1960 and is based in Zug, Switzerland.",https://www.fenixoutdoor.se,2008,
OXM,OXM,"Oxford Industries, Inc.",799296427,USD,710494593,799296427,USD,true,"Oxford Industries, Inc., an apparel company, designs, sources, markets, and distributes products of lifestyle and other brands worldwide. The company offers men's and women's sportswear and related products under the Tommy Bahama brand; women's and girl's dresses and sportswear, scarves, bags, jewelry, and belts, as well as footwear and children's apparel and swimwear under the Lilly Pulitzer brand; and men's shirts, pants, shorts, outerwear, ties, swimwear, footwear, and accessories, as well as women and youth products under the Southern Tide brand. It also designs, sources, markets, and distributes premium childrenswear, including bonnets, hats, apparel, swimwear, and accessories through thebeaufortbonnetcompany.com and wholesale specialty retailers; men's apparel, which include pants, shorts, and tops through duckhead.com and wholesale specialty retailers. In addition, the company licenses Tommy Bahama brand for various products, such as indoor and outdoor furniture, beach chairs, bedding and bath linens, fabrics, leather goods and gifts, headwear, hosiery, sleepwear, shampoo, toiletries, fragrances, cigar accessories, distilled spirits, and other products; Lilly Pulitzer for stationery and gift products, home furnishing products, and eyewear; and Southern Tide trademark for bed and bath product. Oxford Industries, Inc. offers products through its retail stores, department stores, specialty stores, multi-branded e-commerce retailers, off-price retailers, and other retailers, as well as e-commerce sites. As of January 29, 2022, it operated 186 brand-specific full-price retail stores; 21 Tommy Bahama food and beverage locations; and 35 Tommy Bahama outlet stores. Oxford Industries, Inc. was founded in 1942 and is headquartered in Atlanta, Georgia.",https://www.oxfordinc.com,6000,
FIGS,FIGS,"FIGS, Inc.",798773596,USD,710029849,798773596,USD,true,"FIGS, Inc. operates as a direct-to-consumer healthcare apparel and lifestyle company in the United States. It designs and sells healthcare apparel and other non-scrub offerings, such as lab coats, under scrubs, outerwear, activewear, loungewear, compression socks footwear, and masks. It also offers sports bras, performance leggings, tops, super-soft pima cotton tops, vests, and jackets. The company markets and sells its products through its digital platform comprising website and mobile app. FIGS, Inc. was founded in 2013 and is headquartered in Santa Monica, California.",https://www.wearfigs.com,303,
KSS,KSS,Kohl's Corporation,746984040,USD,663994113,746984040,USD,true,"Kohl's Corporation operates as a retail company in the United States. It offers branded apparel, footwear, accessories, beauty, and home products through its stores and website. The company provides its products primarily under the brand names of Apt. 9, Croft & Barrow, Jumping Beans, SO, and Sonoma Goods for Life, as well as Food Network, LC Lauren Conrad, Nine West, and Simply Vera Vera Wang. As of March 21, 2022, it operated approximately 1,100 Kohl's stores and a website www.Kohls.com. Kohl's Corporation was founded in 1988 and is headquartered in Menomonee Falls, Wisconsin.",https://www.Kohls.com,87000,
TDUP,TDUP,ThredUp Inc.,743408531,USD,660815843,743408531,USD,true,"ThredUp Inc., together with its subsidiaries, operates online resale platforms that allows consumers to buy and sell secondhand women's and kids' apparel, shoes, and accessories. ThredUp Inc. was incorporated in 2009 and is headquartered in Oakland, California.",https://www.thredup.com,1630,
MAVI.IS,MAVI.IS,Mavi Giyim Sanayi ve Ticaret A.S.,26568481280,TRY,596196719,686197809,TRY,true,"Mavi Giyim Sanayi ve Ticaret A.S. engages in the wholesale and retail sale of ready-to-wear denim apparel for men, women, and children. The company offers knit and woven shirts, T-shirts, sweaters, jackets, skirts, dresses, accessories, and denim bottoms. It operates 327 retail stores, 68 franchised stores, and 500 wholesale doors in Turkey; 1 retail store and 800 wholesale doors in Europe; 1,200 wholesale doors in the United States; 4 retail stores and 1,000 wholesale doors in Canada; 19 retail stores, 17 franchised stores, and 125 wholesale doors in Russia; and 20 franchise stores and 25 wholesale doors internationally, as well as e-commerce platforms. Mavi Giyim Sanayi ve Ticaret A.S. was incorporated in 1991 and is based in Istanbul, Turkey.",https://www.mavicompany.com,5872,
002269.SZ,002269.SZ,"Shanghai Metersbonwe Fashion and Accessories Co., Ltd.",4648125000,CNY,570778708,642369988,CNY,true,"Shanghai Metersbonwe Fashion and Accessories Co., Ltd. researches, designs, develops, produces, and distributes casual wear products in the People's Republic of China. The company is also involved in the franchisee distribution activity. It offers its products under the Metersbonwe, ME&CITY, MooMmoo, Me&City Kids, and CH'IN brand names. The company was founded in 1933 and is based in Shanghai, the People's Republic of China.",https://www.metersbonwe.com,992,
DLTI.TA,DLTI.TA,Delta Israel Brands Ltd,2156870540,ILA,539929402,608031612,ILA,true,"Delta Israel Brands Ltd. engages in the design, marketing, and sale of clothing and lingerie products in Israel. It offers lingerie for women, innerwear for men and children, home wear, sleepwear, sports and leisure clothing, children's clothing, socks, and footwear under the Delta and Fix brands. The company sells its products through company operated stores, as well as stores operated by external operators. It also sells its products to large retail chains, private stores, and small chains. The company was incorporated in 2020 and is based in Caesarea, Israel. Delta Israel Brands Ltd. operates as a subsidiary of Delta Galil Industries Ltd.",https://delta-israel.com,1213,
GES,GES,"Guess', Inc.",593022144,USD,527137383,593022144,USD,true,"Guess?, Inc. designs, markets, distributes, and licenses lifestyle collections of apparel and accessories for men, women, and children. It operates through five segments: Americas Retail, Americas Wholesale, Europe, Asia, and Licensing. The company's clothing collection includes jeans, pants, skirts, dresses, shorts, blouses, shirts, jackets, activewear, knitwear, and intimate apparel. It also grants licenses to design, manufacture, and distribute various products that complement its apparel lines, such as eyewear, watches, handbags, footwear, kids' and infants' apparel, outerwear, fragrance, jewelry, and other fashion accessories, as well as to wholesale partners to operate and sell products through licensed retail stores. The company markets its products under the GUESS, GUESS?, GUESS U.S.A., GUESS Jeans, GUESS? and Triangle Design, MARCIANO, Question Mark and Triangle Design, a stylized G and a stylized M, GUESS Kids, Baby GUESS, YES, G by GUESS, GUESS by MARCIANO, and Gc brand names. It sells its products through direct-to-consumer, wholesale, and licensing distribution channels. As of January 29, 2022, the company directly operated 1,068 retail stores in the Americas, Europe, and Asia. Its partner's distributors operated an additional 563 retail stores worldwide. The company also offers its products through its retail websites. Guess?, Inc. was founded in 1981 and is headquartered in Los Angeles, California.",https://www.guess.com,13000,
3612.T,3612.T,"World Co., Ltd.",84733064904,JPY,518227424,582910698,JPY,true,"World Co., Ltd., through its subsidiaries, plans, manufactures, retails, sells, and imports/exports apparel and fashion products in Japan and internationally. It offers women's apparel and other textile products, and accessories; interior products; jewelry and fashion goods; and men's and women's golf apparel products under the adabat brand. The company also provides leather accessories under the HIROKO HAYASHI and HIROFU brand; engages in franchise business; operates PINK-latte selected brand shops targeting teenagers; and plans, manufactures, imports, and sells business and home use furniture, and life style goods, as well as engages in the business development of the TAKEO KIKUCHI men's brand in Thailand. In addition, it operates life style shops; café shops; off-price stores and EC stores for clothing, household goods, etc.; and select shops for the second-hand designer brand apparels. Further, the company engages in business investment activities; mail order business; provision of solution development and consulting services for companies in fashion-related industries; and provision of consulting services for purchasing activity, and visual merchandising and graphic design services. Additionally, it imports/exports fabrics and raw materials; engages in dyeing, processing, and sales of threads made from wool, cotton, synthetic fiber and chemical fiber, and finished products, as well as uniform business; sewing operation business; and provides administrative operation services for corporate clients, including data processing, accounting, document creation, customer help desk preparations, and reception. The company also provides babies', and children's clothing and related products; women's underwear and shoes; and shoe molds, as well as imports and sells foods and related goods. World Co., Ltd. was founded in 1959 and is headquartered in Kobe, Japan.",https://corp.world.co.jp,7183,
REAL,REAL,"The RealReal, Inc.",571124700,USD,507672745,571124700,USD,true,"The RealReal, Inc. operates an online marketplace for consigned luxury goods in the United State. It offers various product categories, including women's, men's, kids', jewelry and watches, and home and art products. The company was incorporated in 2011 and is headquartered in San Francisco, California.",https://www.therealreal.com,3011,
CURV,CURV,Torrid Holdings Inc.,567660480,USD,504593400,567660480,USD,true,"Torrid Holdings Inc. operates in women's plus-size apparel and intimates market in North America. The company designs, develops, and merchandises its products under the Torrid and Torrid Curve brand names. It is involved in the sale of tops, bottoms, dresses, denims, activewear, intimates, sleep wear, swim wear, and outerwear products; and non-apparel products comprising accessories, footwear, and beauty products. The company sells its products directly to consumers through its e-commerce platform and its physical stores. As of January 29, 2022, it operated 624 stores in 50 U.S. states, Puerto Rico, and Canada. Torrid Holdings Inc. was incorporated in 2019 and is headquartered in City of Industry, California.",https://www.torrid.com,1810,
MEKKO.HE,MEKKO.HE,Marimekko Oyj,488479776,EUR,488479776,549532878,EUR,true,"Marimekko Oyj, a lifestyle design company, designs, manufactures, markets, wholesales, and retails clothing, bags and accessories, and interior decoration products worldwide. The company offers various clothes, such as dresses, tops and tunics, coats and jackets, skirts, trousers, knits, and nightwear and loungewear for women, as well as unisex and kids clothing products. It also provides leather, canvas, shoulder, and handbags, as well as backpacks, purses, and wallets. In addition, the company offers printed fabrics; kitchen and dining products, home decor products, bedding products, and bath and towel products; and accessories, including shoes, hats, scarves, socks, and umbrellas. Further, it is involved in licensing activities. As of March 21, 2022, the company operated a network of approximately 150 Marimekko stores. It also sells its products through online stores. Marimekko Oyj was founded in 1951 and is headquartered in Helsinki, Finland.",https://www.marimekko.com,480,
BOOZT.ST,BOOZT.ST,Boozt AB (publ),5295723931,SEK,484592738,546173331,SEK,true,"Boozt AB (publ), together with its subsidiaries, sells fashion, apparel, shoes, , accessories, and beauty products online. It operates through three segments: Boozt.com, Booztlet.com, and Other. The company operates Boozt.com, a multi-brand webstore with approximately 1000 brand partners for women, men, kids, sports and athleisure, beauty, and home products. The Booztlet.com operates as a channel for inventory clearance and retailing items that were not sold during their allotted timeframe in the webstores. It also provides clothing, shoes, accessories, sportswear, beauty products, and soft home products. In addition, the company operates physical retail stores under the Booztlet and Beauty by Boozt store names. The company operates in Sweden, Denmark, Norway, Finland, Germany, the United Kingdom, France, the Netherlands, Poland, and other European countries. Boozt AB (publ) was founded in 2007 and is headquartered in Malmö, Sweden.",https://www.booztfashion.com,1106,
8016.T,8016.T,"Onward Holdings Co., Ltd.",76015427600,JPY,464910355,522938784,JPY,true,"Onward Holdings Co., Ltd., through its subsidiaries, designs, manufactures, and sells men's, women's, and children's apparel, accessories, and other products in Japan, Europe, Asia, and the United States. The company operates through Apparel Business and Lifestyle Business segments. It offers uniforms, jewelry, accessories, health-related and cosmetic products, gift items, gift catalogs, and sales promotion goods; pet supplies, and other product lines; stage, theater, and ballet supplies; inner wear and related products; and sports shoes, leather goods, dance supplies, and luxury and fashion products. The company also engages in the planning, designing, and constructing of commercial, cultural, and environmental facilities; promotion of art and culture; planning and production of advertising and promotional materials; management, purchase, sale, and rental of real estate; import, export, and sale of cosmetic products; retail and wholesale of clothing products and bags; operation of stores; and operation and management of Lakeland Country Club and Talofofo Golf Club, as well as hotels and resort facilities. In addition, it is involved in the provision of management consultation, and property and life insurance agency services; and apparel sales, restaurant management, digital marketing, and IT solutions businesses. The company offers its products primarily under the GRACE CONTINENTAL, JIL SANDER, JOSEPH, J. PRESS, Nijyusanku, ICB, KASHIYAMA, Jiyuku, and other brands. It provides its products through department stores, as well as through e-commerce stores. The company was formerly known as Onward Kashiyama Co., Ltd. and changed its name to Onward Holdings Co., Ltd. in 2007. Onward Holdings Co., Ltd. was founded in 1927 and is headquartered in Tokyo, Japan.",https://www.onward-hd.co.jp,5750,
